Test run for C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll (.NETCoreApp,Version=v8.0)
A total of 1 test files matched the specified pattern.
C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll
[xUnit.net 00:00:00.00] xUnit.net VSTest Adapter v2.8.2+699d445a1a (64-bit .NET 8.0.24)
[xUnit.net 00:00:00.05]   Discovering: Hamlet.RadioEngine.Tests
[xUnit.net 00:00:00.24]   Discovered:  Hamlet.RadioEngine.Tests
[xUnit.net 00:00:00.24]   Starting:    Hamlet.RadioEngine.Tests
  Passed Hamlet.RadioEngine.Tests.Cw.WhatTheStrayLettersRestOnTests.WhatSeparatesAStrayFromALetter [1 m 45 s]
  Standard Output Messages:
 check | read here 151 edits over 565 characters against inferred keys, 23 keyed recordings of 23, 52 recordings in all, 29 with no key
 check | the bar | StrayElementSpan 13.0 on the raw span; single-element named characters below it anywhere: 0
 
 SINGLES | every single-element named character, keyed recordings first
 single | recording | heap | at | text | Score | raw span | gap before u | gap after u | key-down u | alone | tone Hz | sender pitch Hz | off pitch Hz | energy over neighbors | wpm
 single | cw-2026-08-18-004507 | right | 25.995 s | `E` | 5.979 | 105.9 | 4.60 | 5.80 | 1.00 | - | 495.0 | 500.0 | 5.0 | 0.943 | 24
 single | cw-2026-08-18-004507 | right | 28.585 s | `E` | 5.694 | 123.0 | 6.60 | 12.40 | 1.00 | - | 495.0 | 500.0 | 5.0 | 1.014 | 24
 single | cw-2026-08-18-004507 | keyed, unscored | 30.000 s | `E` | 5.694 | 14.5 | 4.30 | NaN | 0.40 | - | 500.0 | 500.0 | 0.0 | 0.752 | 24
 single | unadjudicated/cw-2026-08-18-003758 | keyed, unscored | 4.080 s | `T` | 15.154 | 891.6 | 6.50 | 3.80 | 2.90 | - | 495.0 | 500.0 | 5.0 | 0.976 | 24
 single | unadjudicated/cw-2026-08-18-003758 | keyed, unscored | 6.185 s | `E` | 12.720 | 216.7 | 30.50 | 4.20 | 0.90 | - | 500.0 | 500.0 | 0.0 | 1.029 | 24
 single | unadjudicated/cw-2026-08-18-003758 | keyed, unscored | 7.455 s | `E` | 12.724 | 201.8 | 7.19 | 4.03 | 0.86 | - | 500.0 | 500.0 | 0.0 | 0.972 | 23
 single | unadjudicated/cw-2026-08-18-003758 | keyed, unscored | 9.165 s | `E` | 13.208 | 365.8 | 4.20 | 8.30 | 1.00 | - | 500.0 | 500.0 | 0.0 | 0.991 | 24
 single | unadjudicated/cw-2026-08-18-003758 | keyed, unscored | 19.500 s | `E` | 13.149 | 228.6 | 67.20 | 4.70 | 0.90 | - | 500.0 | 500.0 | 0.0 | 1.021 | 24
 single | unadjudicated/cw-2026-08-18-003758 | keyed, unscored | 20.800 s | `E` | 13.552 | 317.2 | 7.60 | 4.40 | 0.90 | - | 500.0 | 500.0 | 0.0 | 1.013 | 24
 single | unadjudicated/cw-2026-08-18-003758 | keyed, unscored | 28.590 s | `E` | 5.942 | 176.0 | 94.40 | 4.30 | 0.90 | - | 500.0 | 500.0 | 0.0 | 0.976 | 24
 single | unadjudicated/cw-2026-08-18-003758 | keyed, unscored | 29.850 s | `E` | 5.942 | 188.5 | 7.20 | NaN | 0.90 | alone | 500.0 | 500.0 | 0.0 | 1.046 | 24
 single | unadjudicated/cw-2026-08-22-031838 | right | 19.755 s | `E` | 2.008 | 81.9 | 4.06 | 2.40 | 1.46 | - | 525.0 | 525.0 | 0.0 | 0.983 | 25
 single | unadjudicated/cw-2026-08-22-031905 | keyed, unscored | 4.550 s | `E` | 5.683 | 164.2 | 2.03 | 3.00 | 1.05 | - | 500.0 | 500.0 | 0.0 | 1.007 | 18
 single | unadjudicated/cw-2026-08-22-031905 | right | 6.780 s | `T` | 6.138 | 731.4 | 2.78 | 2.33 | 3.00 | - | 500.0 | 500.0 | 0.0 | 1.009 | 18
 single | unadjudicated/cw-2026-08-22-031905 | right | 7.005 s | `E` | 6.073 | 167.4 | 2.33 | 3.00 | 1.05 | - | 500.0 | 500.0 | 0.0 | 0.992 | 18
 single | unadjudicated/cw-2026-08-22-031905 | right | 15.150 s | `E` | 3.937 | 43.8 | 2.30 | 2.14 | 0.40 | - | 300.0 | 500.0 | 200.0 | 1.171 | 19
 single | unadjudicated/cw-2026-08-22-031905 | wrong | 16.000 s | `T` | 4.715 | 471.0 | 11.55 | 2.57 | 2.22 | - | 300.0 | 500.0 | 200.0 | 1.107 | 28
 single | unadjudicated/cw-2026-08-22-031905 | keyed, unscored | 27.865 s | `E` | 1.993 | 4193.5 | 23.55 | -0.68 | 0.68 | - | 300.0 | 500.0 | 200.0 | 0.262 | 18
 single | unadjudicated/cw-2026-08-22-031905 | keyed, unscored | 27.875 s | `E` | 11.646 | 2251.1 | -0.68 | 15.00 | 0.83 | - | 300.0 | 500.0 | 200.0 | 0.983 | 18
 single | unadjudicated/cw-2026-08-22-031905 | keyed, unscored | 29.010 s | `T` | 11.646 | 8297.0 | 15.00 | 9.83 | 2.03 | alone | 300.0 | 500.0 | 200.0 | 0.742 | 18
 single | unadjudicated/cw-2026-08-22-031905 | keyed, unscored | 29.770 s | `E` | 11.646 | 10673.4 | 9.83 | NaN | 1.58 | alone | 300.0 | 500.0 | 200.0 | 1.017 | 18
 single | unadjudicated/cw-2026-08-22-031948 | keyed, unscored | 2.175 s | `T` | 27.342 | 19817.7 | NaN | 1.84 | 3.68 | - | 500.0 | 500.0 | 0.0 | 1.005 | 34
 single | unadjudicated/cw-2026-08-22-031948 | right | 19.090 s | `T` | 4.878 | 127.7 | 2.93 | 2.93 | 2.10 | - | 500.0 | 500.0 | 0.0 | 0.914 | 18
 single | unadjudicated/cw-2026-08-22-031948 | right | 21.535 s | `E` | 4.713 | 62.9 | 2.70 | 2.93 | 0.68 | - | 500.0 | 500.0 | 0.0 | 0.928 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 13.825 s | `T` | 4.708 | 491.3 | 6.30 | 2.93 | 3.15 | - | 500.0 | 500.0 | 0.0 | 1.012 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 16.385 s | `T` | 5.606 | 717.1 | 2.10 | 2.85 | 3.15 | - | 500.0 | 500.0 | 0.0 | 1.013 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 18.600 s | `E` | 7.038 | 205.5 | 2.93 | 2.25 | 1.05 | - | 500.0 | 500.0 | 0.0 | 0.996 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 22.270 s | `T` | 7.335 | 869.3 | 2.78 | 3.00 | 2.63 | - | 500.0 | 500.0 | 0.0 | 1.015 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 23.110 s | `E` | 7.560 | 59.2 | 2.70 | 2.85 | 0.45 | - | 500.0 | 500.0 | 0.0 | 0.789 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 24.975 s | `E` | 7.795 | 208.7 | 2.85 | 2.40 | 1.13 | - | 500.0 | 500.0 | 0.0 | 1.005 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 26.950 s | `T` | 7.984 | 1199.8 | 2.25 | 2.78 | 3.15 | - | 500.0 | 500.0 | 0.0 | 1.016 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 27.175 s | `E` | 7.845 | 99.4 | 2.78 | 3.00 | 0.60 | - | 500.0 | 500.0 | 0.0 | 0.990 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 28.765 s | `E` | 7.538 | 176.5 | 2.40 | 3.00 | 0.98 | - | 500.0 | 500.0 | 0.0 | 1.010 | 18
 single | unadjudicated/cw-2026-08-22-032012 | right | 29.625 s | `T` | 7.538 | 489.7 | 2.93 | 2.63 | 2.85 | - | 500.0 | 500.0 | 0.0 | 0.996 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 4.615 s | `E` | 9.589 | 323.3 | 2.85 | 2.55 | 1.13 | - | 500.0 | 500.0 | 0.0 | 1.018 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 4.955 s | `T` | 9.589 | 909.2 | 2.55 | 3.00 | 2.55 | - | 500.0 | 500.0 | 0.0 | 1.023 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 9.105 s | `E` | 7.107 | 98.2 | 2.93 | 6.45 | 1.05 | - | 500.0 | 500.0 | 0.0 | 0.970 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 14.315 s | `T` | 4.363 | 126.3 | 6.23 | 3.08 | 2.03 | - | 500.0 | 500.0 | 0.0 | 0.862 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 14.585 s | `E` | 4.071 | 106.2 | 3.08 | 2.70 | 0.98 | - | 500.0 | 500.0 | 0.0 | 0.997 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 15.555 s | `E` | 3.699 | 145.8 | 2.85 | 2.93 | 1.05 | - | 500.0 | 500.0 | 0.0 | 1.042 | 18
 single | unadjudicated/cw-2026-08-22-032050 | wrong | 17.745 s | `T` | 5.172 | 1439.1 | 2.93 | 4.05 | 3.08 | - | 500.0 | 500.0 | 0.0 | 1.017 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 18.215 s | `T` | 5.728 | 1639.3 | 4.05 | 2.18 | 3.00 | - | 500.0 | 500.0 | 0.0 | 1.025 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 18.435 s | `E` | 5.728 | 538.2 | 2.18 | 2.85 | 1.13 | - | 500.0 | 500.0 | 0.0 | 1.017 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 24.045 s | `E` | 1.926 | 1164.9 | 4.39 | 38.48 | 1.13 | - | 500.0 | 500.0 | 0.0 | 1.006 | 27
 single | unadjudicated/cw-2026-08-22-032050 | wrong | 26.575 s | `E` | 12.704 | 320.9 | 6.30 | 6.30 | 0.38 | alone | 325.0 | 500.0 | 175.0 | 0.871 | 18
 single | unadjudicated/cw-2026-08-22-032050 | right | 27.090 s | `E` | 18.093 | 3858.7 | 6.30 | 8.25 | 1.43 | alone | 325.0 | 500.0 | 175.0 | 0.995 | 18
 single | unadjudicated/cw-2026-08-22-032050 | keyed, unscored | 28.295 s | `E` | 22.624 | 4278.9 | 4.58 | 5.78 | 0.90 | alone | 325.0 | 500.0 | 175.0 | 1.005 | 18
 single | unadjudicated/cw-2026-08-22-032050 | keyed, unscored | 28.760 s | `E` | 26.733 | 7193.6 | 5.13 | 3.33 | 1.07 | - | 325.0 | 500.0 | 175.0 | 1.088 | 16
 single | unadjudicated/cw-2026-08-22-032050 | keyed, unscored | 29.320 s | `E` | 26.733 | 1611.4 | 2.07 | 7.13 | 0.40 | - | 325.0 | 500.0 | 175.0 | 1.141 | 16
 single | unadjudicated/cw-2026-08-22-032050 | keyed, unscored | 30.000 s | `E` | 26.733 | 2840.0 | 7.13 | NaN | 1.93 | alone | 325.0 | 500.0 | 175.0 | 0.544 | 16
 single | unadjudicated/cw-2026-08-22-032113 | right | 2.675 s | `E` | 16.793 | 344.0 | 2.93 | 3.00 | 1.05 | - | 500.0 | 500.0 | 0.0 | 0.986 | 18
 single | unadjudicated/cw-2026-08-22-032113 | right | 3.015 s | `T` | 16.284 | 190.5 | 3.00 | 2.93 | 2.10 | - | 500.0 | 500.0 | 0.0 | 0.984 | 18
 single | unadjudicated/cw-2026-08-22-032113 | right | 7.555 s | `T` | 11.066 | 773.3 | 3.33 | 4.06 | 3.75 | - | 500.0 | 500.0 | 0.0 | 1.018 | 25
 single | unadjudicated/cw-2026-08-22-032113 | right | 7.820 s | `E` | 11.066 | 297.4 | 4.06 | 2.81 | 1.46 | - | 500.0 | 500.0 | 0.0 | 0.987 | 25
 single | unadjudicated/cw-2026-08-22-032113 | right | 9.105 s | `E` | 11.711 | 428.6 | 3.15 | 4.55 | 1.63 | - | 500.0 | 500.0 | 0.0 | 0.991 | 28
 single | unadjudicated/cw-2026-08-22-032113 | right | 9.455 s | `T` | 11.711 | 1044.9 | 4.55 | 10.50 | 3.62 | alone | 500.0 | 500.0 | 0.0 | 1.023 | 28
 single | unadjudicated/cw-2026-08-22-032113 | right | 10.670 s | `E` | 12.117 | 362.3 | 2.93 | 2.93 | 1.05 | - | 500.0 | 500.0 | 0.0 | 1.002 | 18
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 24.750 s | `E` | 4.014 | 2942.4 | 6.91 | 11.46 | 1.49 | alone | 600.0 | 500.0 | 100.0 | 1.491 | 21
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 25.435 s | `E` | 3.914 | 401.6 | 11.46 | 8.40 | 0.53 | alone | 600.0 | 500.0 | 100.0 | 1.168 | 21
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 25.945 s | `E` | 4.678 | 1080.3 | 8.40 | 4.73 | 0.53 | alone | 600.0 | 500.0 | 100.0 | 1.932 | 21
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 27.895 s | `E` | 8.062 | 484.5 | 27.87 | 4.49 | 0.37 | alone | 650.0 | 500.0 | 150.0 | 0.416 | 22
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 28.425 s | `E` | 9.789 | 1943.8 | 2.45 | 1.63 | 0.47 | - | 650.0 | 500.0 | 150.0 | 2.178 | 28
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 28.505 s | `E` | 9.473 | 57.8 | 2.33 | 8.50 | 0.33 | - | 650.0 | 500.0 | 150.0 | 0.691 | 40
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 28.770 s | `E` | 9.473 | 231.3 | 8.50 | 3.50 | 0.33 | - | 650.0 | 500.0 | 150.0 | 0.481 | 40
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 29.000 s | `E` | 9.473 | 1943.8 | 2.00 | 13.83 | 0.50 | - | 650.0 | 500.0 | 150.0 | 2.699 | 40
 single | unadjudicated/cw-2026-08-22-032113 | keyed, unscored | 29.435 s | `E` | 9.473 | 1950.1 | 13.83 | 15.00 | 0.67 | alone | 650.0 | 500.0 | 150.0 | 2.280 | 40
 single | unadjudicated/cw-2026-08-22-032129 | right | 11.600 s | `T` | 5.912 | 436.9 | 2.33 | 3.00 | 3.00 | - | 500.0 | 650.0 | 150.0 | 1.006 | 18
 single | unadjudicated/cw-2026-08-22-032129 | right | 15.335 s | `E` | 29.377 | 1099.0 | 16.42 | 8.17 | 0.42 | alone | 650.0 | 650.0 | 0.0 | 0.022 | 10
 single | unadjudicated/cw-2026-08-22-032129 | wrong | 16.365 s | `E` | 29.377 | 1170.1 | 8.17 | 8.25 | 0.42 | alone | 650.0 | 650.0 | 0.0 | 1.470 | 10
 single | unadjudicated/cw-2026-08-22-032129 | wrong | 17.405 s | `E` | 22.437 | 274.4 | 8.25 | 3.96 | 0.42 | - | 650.0 | 650.0 | 0.0 | 1.138 | 10
 single | unadjudicated/cw-2026-08-22-032129 | wrong | 17.930 s | `E` | 22.437 | 50.0 | 3.96 | 3.17 | 0.42 | - | 650.0 | 650.0 | 0.0 | 0.792 | 10
 single | unadjudicated/cw-2026-08-22-032129 | wrong | 18.865 s | `E` | 27.114 | 394.1 | 3.50 | 4.00 | 0.45 | - | 650.0 | 650.0 | 0.0 | 0.958 | 12
 single | unadjudicated/cw-2026-08-22-032129 | right | 19.330 s | `E` | 19.782 | 525.3 | 2.67 | 3.43 | 0.43 | - | 650.0 | 650.0 | 0.0 | 0.660 | 8
 single | unadjudicated/cw-2026-08-22-032129 | wrong | 20.660 s | `E` | 24.995 | 220.5 | 3.50 | 7.57 | 0.47 | alone | 650.0 | 650.0 | 0.0 | 1.259 | 8
 single | unadjudicated/cw-2026-08-22-032129 | wrong | 21.945 s | `E` | 24.995 | 314.8 | 7.57 | 2.40 | 1.00 | - | 650.0 | 650.0 | 0.0 | 0.656 | 8
 single | unadjudicated/cw-2026-08-22-032129 | wrong | 22.345 s | `E` | 205.156 | 166.6 | 3.90 | 3.95 | 0.43 | - | 650.0 | 650.0 | 0.0 | 1.177 | 13
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 23.170 s | `E` | 2233.903 | 114.4 | 3.70 | 5.40 | 0.46 | - | 650.0 | 650.0 | 0.0 | 0.971 | 37
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 23.365 s | `E` | 2233.903 | 466.1 | 5.40 | 3.70 | 0.62 | - | 650.0 | 650.0 | 0.0 | 1.775 | 37
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 23.500 s | `E` | 1594.074 | 142.4 | 4.00 | 4.50 | 0.50 | - | 650.0 | 650.0 | 0.0 | 0.909 | 40
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 23.655 s | `E` | 1594.074 | 546.9 | 4.50 | 5.67 | 0.67 | - | 650.0 | 650.0 | 0.0 | 1.768 | 40
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 24.280 s | `E` | 26.522 | 427.9 | 3.85 | 5.86 | 0.46 | - | 650.0 | 650.0 | 0.0 | 1.260 | 37
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 24.490 s | `E` | 26.522 | 468.6 | 5.86 | 3.55 | 0.62 | - | 650.0 | 650.0 | 0.0 | 1.300 | 37
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 24.620 s | `E` | 10.884 | 250.0 | 3.55 | 5.70 | 0.46 | - | 650.0 | 650.0 | 0.0 | 0.925 | 37
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 25.240 s | `E` | 9.267 | 26.6 | 11.87 | 6.78 | 0.31 | alone | 650.0 | 650.0 | 0.0 | 0.586 | 37
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 25.475 s | `E` | 9.267 | 334.3 | 6.78 | 4.78 | 0.46 | alone | 650.0 | 650.0 | 0.0 | 1.247 | 37
 single | unadjudicated/cw-2026-08-22-032129 | keyed, unscored | 25.970 s | `E` | 8.526 | 610.1 | 6.48 | 7.71 | 0.62 | alone | 650.0 | 650.0 | 0.0 | 1.081 | 37
